,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
10,0.46475746631622317,0.032437052339066304,0.0041664838790893555,0.000708369012906896,entropy,11,"{'criterion': 'entropy', 'max_depth': 11}",0.7555224905573996,0.7630765709053451,0.7591575091575091,0.7558099599313108,0.7563544767574994,0.7598763311576777,0.7608521360668881,0.7593080536143888,0.7591934929545194,0.7530072173215717,0.7582159624413145,0.00282855885501381,19,0.7620271525453921,0.7614673062486481,0.7616993663638446,0.7619823143965901,0.7618835564150848,0.7615176151761518,0.7615491291237803,0.7615806414676658,0.7617078663121334,0.7622040432055572,0.7617618991254849,0.00023678029193535476
11,0.4558722496032715,0.032156910220001465,0.004018402099609375,0.0005176710767919061,entropy,13,"{'criterion': 'entropy', 'max_depth': 13}",0.7574682385258098,0.7631910266681927,0.7597298534798534,0.7561534058385804,0.7571559422944814,0.7615939539677087,0.7611957393196656,0.7593080536143888,0.7587352503150419,0.7544965058998739,0.7589030115653269,0.0025268687941183616,1,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7624966603478327,0.7620354457338698,0.00023208106654703793
12,0.43400647640228274,0.02231443436216657,0.004067564010620117,0.00043212830704611113,entropy,15,"{'criterion': 'entropy', 'max_depth': 15}",0.7573537827629622,0.7631910266681927,0.7596153846153846,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.7611957393196656,0.7594226142742582,0.7587352503150419,0.7546110665597434,0.7588801099278598,0.0025383564690797298,3,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
13,0.44318304061889646,0.02667249708004341,0.004711723327636719,0.0016622048715059761,entropy,17,"{'criterion': 'entropy', 'max_depth': 17}",0.7574682385258098,0.7631910266681927,0.7597298534798534,0.7558099599313108,0.7571559422944814,0.7615939539677087,0.761310273737258,0.7593080536143888,0.7588498109749112,0.7544965058998739,0.7588915607465934,0.002576224553727909,2,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
14,0.43916471004486085,0.04075761638030928,0.003918647766113281,0.0005178374918657138,entropy,19,"{'criterion': 'entropy', 'max_depth': 19}",0.7574682385258098,0.7631910266681927,0.7596153846153846,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.761310273737258,0.7591934929545194,0.7587352503150419,0.7544965058998739,0.7588686591091263,0.002557987403396951,4,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
15,0.4358919620513916,0.03155118410219292,0.004860424995422363,0.0019439496047735925,entropy,21,"{'criterion': 'entropy', 'max_depth': 21}",0.7573537827629622,0.7631910266681927,0.7597298534798534,0.7558099599313108,0.7571559422944814,0.7615939539677087,0.761310273737258,0.7593080536143888,0.7587352503150419,0.7544965058998739,0.7588686591091263,0.0025831344214752036,4,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
16,0.4457124948501587,0.027350957033349617,0.005356812477111816,0.0035683812178385404,entropy,23,"{'criterion': 'entropy', 'max_depth': 23}",0.7572393270001144,0.7631910266681927,0.7595009157509157,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.761310273737258,0.7591934929545194,0.7588498109749112,0.7544965058998739,0.7588457574716593,0.0025680006673699414,9,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
17,0.43742852210998534,0.023515521439855712,0.005257987976074218,0.003438042301428465,entropy,25,"{'criterion': 'entropy', 'max_depth': 25}",0.7573537827629622,0.7631910266681927,0.7595009157509157,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.7611957393196656,0.7591934929545194,0.7587352503150419,0.7544965058998739,0.7588343066529257,0.0025505109422578696,14,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
18,0.4742826223373413,0.0526567645457099,0.0048113584518432615,0.0014885021091813335,entropy,27,"{'criterion': 'entropy', 'max_depth': 27}",0.7572393270001144,0.7631910266681927,0.7595009157509157,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.761310273737258,0.7594226142742582,0.7587352503150419,0.7544965058998739,0.7588572082903927,0.0025723316203742947,8,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
19,0.425970458984375,0.04663029197901902,0.0039193153381347655,0.0014792427296680354,entropy,29,"{'criterion': 'entropy', 'max_depth': 29}",0.7573537827629622,0.7631910266681927,0.7596153846153846,0.7559244419004006,0.7571559422944814,0.7615939539677087,0.7611957393196656,0.7593080536143888,0.7588498109749112,0.7544965058998739,0.7588686591091263,0.0025552072726621857,4,0.7622180092374639,0.7617090580586058,0.7620174568033183,0.7623004007888543,0.7620616825283729,0.7618229703423794,0.761879922136414,0.7618223686721542,0.7620259284233025,0.7625221053167263,0.7620379902307592,0.0002372066818841715
